"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"7580",NA,"OAK STREET BISTRO","7580","Yes","3 OAK STREET","ALFRED","ME","207-324-9700","OAK STREET BISTRO","3 OAK STREET","ALFRED","YORK","7580","S-V-M","10/09/2015","ON",43.4767952,-70.7176205,"street_address","small","#f44","restaurant"
"7584",NA,"TEXAS ROADHOUSE","7584","Yes","600 GALLERY BLVD","SCARBOROUGH","ME","207-885-1535","TEXAS ROADHOUSE","600 GALLERY BLVD","SCARBOROUGH","CUMBERLAND","7584","S-V-M","03/12/2015","ON",43.6249279,-70.3429656,"street_address","small","#f44","restaurant"
"7586",NA,"WELLS BEACH LOBSTER POUND","7586","Yes","321 WEBHANNET DRIVE","WELLS","ME","646-7703","WELLS BEACH LOBSTER POUND","321 WEBHANNET DRIVE","WELLS","YORK","7586","V-M","05/15/2015","ON",43.2928847,-70.5693217,"street_address","small","#f44","restaurant"
"7590",NA,"CRABBY BEAR, THE","7590","Yes","1076 ROUTE 109","ACTON","ME","636-4510","CRABBY BEAR, THE","1076 ROUTE 109","ACTON","YORK","7590","S-V-M","08/08/2015","ON",43.5234129,-70.8871329,"street_address","small","#f44","restaurant"
"7594",NA,"PORTLAND PIE COMPANY","7594","Yes","400 EXPEDITION DRIVE","SCARBOROUGH","ME","252-4755","PORTLAND PIE COMPANY","400 EXPEDITION DRIVE","SCARBOROUGH","CUMBERLAND","7594","S-V-M","04/12/2015","ON",43.601188,-70.368529,"street_address","small","#f44","restaurant"
"7599",NA,"THEATER OF AWESOME","7599","Yes","5 DEPOT STREET","FREEPORT","ME","675-4000","THEATER OF AWESOME","5 DEPOT STREET","FREEPORT","CUMBERLAND","7599","V-M","03/11/2015","ON",43.856435,-70.1012863,"street_address","small","#f44","restaurant"
"760",NA,"BOB & MIKE'S MINI MART","760","Yes","4 ELM STREET","SACO","ME","282-9612","BOB & MIKE'S MINI MART","4 ELM STREET","SACO","YORK","760","M-V","02/28/2015","OFF",43.499549,-70.4501779,"street_address","small","#4f4","alcohol-shop"
"7603",NA,"DUNEGRASS GOLF","7603","Yes","65 WILD DUNES WAY","OLD ORCHARD BEACH","ME","934-4513","DUNEGRASS GOLF","65 WILD DUNES WAY","OLD ORCHARD BEACH","YORK","7603","Y-S-V-M","03/20/2015","ON",43.5244624,-70.3993382,"street_address","small","#f44","restaurant"
"7606",NA,"BRIAN'S BISTRO","7606","Yes","29 HARTFORD STREET","RUMFORD","ME","364-3300","BRIAN'S BISTRO","29 HARTFORD STREET","RUMFORD","OXFORD","7606","S-V-M","05/28/2015","ON",44.5460105,-70.5451416,"street_address","small","#f44","restaurant"
"7608",NA,"HACIENDA PANCHO VILLA MEXICAN RESTAURANT","7608","Yes","164 PLEASANT STREET","BRUNSWICK","ME","409-3390","HACIENDA PANCHO VILLA MEXICAN
RESTAURANT","164 PLEASANT STREET","BRUNSWICK","CUMBERLAND","7608","S-V-M","05/24/2015","ON",43.912707,-69.988845,"street_address","small","#f44","restaurant"
"7612",NA,"PAINTED TURTLE, THE","7612","Yes","89 COUNTY ROAD","SCARBOROUGH","ME","730-1192","PAINTED TURTLE, THE","89 COUNTY ROAD","SCARBOROUGH","CUMBERLAND","7612","S-V-M","05/15/2015","ON",43.642574,-70.3986369,"street_address","small","#f44","restaurant"
"7615",NA,"WEBHANNET GOLF CLUB","7615","Yes","26 GOLF CLUB DRIVE","KENNEBUNK","ME","967-2061","WEBHANNET GOLF CLUB","26 GOLF CLUB DRIVE","KENNEBUNK","YORK","7615","S-V-M","08/05/2015","ON",43.3468655,-70.498059,"street_address","small","#f44","restaurant"
"7617",NA,"BRADFORD BLOCK BISTRO","7617","Yes","459 MAIN STREET","SPRINGVALE","ME","850-4977","BRADFORD BLOCK BISTRO","459 MAIN STREET","SPRINGVALE","YORK","7617","M-V","12/02/2015","ON",43.4661687,-70.7973011,"street_address","small","#f44","restaurant"
"7618",NA,"VERANDA THAI CUISINE","7618","Yes","9 VERANDA STREET","PORTLAND","ME","874-0045","VERANDA THAI CUISINE","9 VERANDA STREET","PORTLAND","CUMBERLAND","7618","V-M","05/14/2015","ON",43.6805423,-70.2571184,"street_address","small","#f44","restaurant"
"7620",NA,"TAQUERIA TEQUILA MEXICAN FOOD","7620","Yes","249 ST JOHN STREET","PORTLAND","ME","774-7773","TAQUERIA TEQUILA MEXICAN FOOD","249 ST JOHN STREET","PORTLAND","CUMBERLAND","7620","S-V-M","12/11/2014","ON",43.651727,-70.278824,"street_address","small","#f44","restaurant"
"7622",NA,"BOSEBUCK MOUNTAIN CAMP","7622","Yes","2013 PARMACHENEE ROAD","LYNCHTOWN TWP","ME","670-0013","BOSEBUCK MOUNTAIN CAMP","2013 PARMACHENEE ROAD","LYNCHTOWN TWP","OXFORD","7622","V-M","05/12/2015","ON",NA,NA,NA,"small","#f44","restaurant"
"7624",NA,"FREEDOM CAFE, THE","7624","Yes","923 ROOSEVELT TRAIL","NAPLES","ME","232-0905","FREEDOM CAFE, THE","923 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","7624","S-V-M","04/29/2015","ON",43.9698364,-70.6054495,"street_address","small","#f44","restaurant"
"7626",NA,"OCEAN HOUSE PIZZA","7626","Yes","337 OCEAN HOUSE RD","CAPE ELIZABETH","ME","741-9191","OCEAN HOUSE PIZZA","337 OCEAN HOUSE RD","CAPE ELIZABETH","CUMBERLAND","7626","V-M","09/06/2015","ON",43.5935532,-70.2270068,"street_address","small","#f44","restaurant"
"7629",NA,"THAI ME","7629","Yes","144 MAIN STREET","BIDDEFORD","ME","294-3300","THAI ME","144 MAIN STREET","BIDDEFORD","YORK","7629","S-V-M","08/16/2015","ON",43.4929487,-70.4543118,"street_address","small","#f44","restaurant"
"763",NA,"TULLY'S","763","Yes","45 WELLS PLAZA, UNIT 11","WELLS","ME","641-8622","TULLY'S","45 WELLS PLAZA, UNIT 11","WELLS","YORK","763","V-M","05/01/2015","OFF",43.300299,-70.5843943,"subpremise","small","#4f4","alcohol-shop"
"7635",NA,"LITTLE SAIGON RESTAURANT","7635","Yes","44 MAIN STREET","BRUNSWICK","ME","","LITTLE SAIGON RESTAURANT","44 MAIN STREET","BRUNSWICK","CUMBERLAND","7635","S-V-M","03/10/2015","ON",43.9279758,-69.9639452,"street_address","small","#f44","restaurant"
"7636",NA,"SMITTY'S CINEMA","7636","Yes","795 ROOSEVELT TRAIL  UNIT 21","WINDHAM","ME","978-346-7830","SMITTY'S CINEMA","795 ROOSEVELT TRAIL  UNIT 21","WINDHAM","CUMBERLAND","7636","S-V-M","03/25/2015","ON",43.840064,-70.440845,"subpremise","small","#f44","restaurant"
"7641",NA,"KUSHIYA BENKAY","7641","Yes","2 INDIA STREET","PORTLAND","ME","773-5555","KUSHIYA BENKAY","2 INDIA STREET","PORTLAND","CUMBERLAND","7641","S-V-M","07/09/2015","ON",43.6592729,-70.248432,"street_address","small","#f44","restaurant"
"7642",NA,"FORBES SEAFOOD RESTAURANT","7642","Yes","427 MILE ROAD","WELLS","ME","646-2831","FORBES SEAFOOD RESTAURANT","427 MILE ROAD","WELLS","YORK","7642","S-V-M","04/09/2015","ON",43.3027483,-70.5670522,"street_address","small","#f44","restaurant"
"7649",NA,"SQUARE TOE'S RESTAURANT","7649","Yes","30 YORK STREET","KENNEBUNK","ME","985-6636","SQUARE TOE'S RESTAURANT","30 YORK STREET","KENNEBUNK","YORK","7649","S-V-M","06/17/2015","ON",43.3822482,-70.5455643,"street_address","small","#f44","restaurant"
"7650",NA,"MI SEN","7650","Yes","630 CONGRESS STREET","PORTLAND","ME","807-6752","MI SEN","630 CONGRESS STREET","PORTLAND","CUMBERLAND","7650","V-M","06/25/2015","ON",43.6535207,-70.2645402,"street_address","small","#f44","restaurant"
"7651",NA,"BROWNE TRADING MARKET","7651","Yes","262 COMMERCIAL STREET","PORTLAND","ME","775-7560","BROWNE TRADING MARKET","262 COMMERCIAL STREET","PORTLAND","CUMBERLAND","7651","S-V-M","11/21/2015","ON",43.6543113,-70.2550548,"street_address","small","#f44","restaurant"
"7653",NA,"TWO BLACK DOGS COUNTRY PUB","7653","Yes","2 JOCKEY CAP LANE","FRYEBURG","ME","857-615-4280","TWO BLACK DOGS COUNTRY PUB","2 JOCKEY CAP LANE","FRYEBURG","OXFORD","7653","S-V-M","12/10/2014","ON",44.0041029,-71.0407021,"street_address","small","#f44","restaurant"
"7654",NA,"TIMBER","7654","Yes","106 EXCHANGE STREET","PORTLAND","ME","646-701-1011","TIMBER","106 EXCHANGE STREET","PORTLAND","CUMBERLAND","7654","S-V-M","05/22/2015","ON",43.6584748,-70.2559248,"street_address","small","#f44","restaurant"
"7658",NA,"MISTER BAGEL","7658","Yes","609 MAIN STREET  SUIT 1","WESTBROOK","ME","854-5209","MISTER BAGEL","609 MAIN STREET  SUIT 1","WESTBROOK","CUMBERLAND","7658","V-M","04/25/2015","ON",43.6790781,-70.3556663,"subpremise","small","#f44","restaurant"
"7660",NA,"PREVIEWS GRILL & BAR","7660","Yes","779 PORTLAND ROAD","SACO","ME","282-6234","PREVIEWS GRILL & BAR","779 PORTLAND ROAD","SACO","YORK","7660","S-V-M","04/30/2015","ON",43.5286079,-70.4243295,"street_address","small","#f44","restaurant"
"7664",NA,"BODA","7664","Yes","671 CONGRESS STREET","PORTLAND","ME","409-6844","BODA","671 CONGRESS STREET","PORTLAND","CUMBERLAND","7664","S-V-M","02/03/2015","ON",43.6533299,-70.266589,"street_address","small","#f44","restaurant"
"7667",NA,"PORTLAND PIE CO LLC","7667","Yes","869 MAIN STREET","WESTBROOK","ME","591-6248","PORTLAND PIE CO LLC","869 MAIN STREET","WESTBROOK","CUMBERLAND","7667","S-V-M","11/30/2014","ON",43.6770863,-70.3673651,"street_address","small","#f44","restaurant"
"767",NA,"FRIENDLY MARKET/HI BOMBAY","767","Yes","31 WASHINGTON AVE.","OLD ORCHARD BEACH","ME","207-937-3252","FRIENDLY MARKET/HI BOMBAY","31 WASHINGTON AVE.","OLD ORCHARD BEACH","YORK","767","V-M","09/06/2015","OFF",43.5129837,-70.3835582,"street_address","small","#4f4","alcohol-shop"
"7673",NA,"LOCAL SPROUTS CAFE","7673","Yes","649 CONGRESS STREET","PORTLAND","ME","615-9970","LOCAL SPROUTS CAFE","649 CONGRESS STREET","PORTLAND","CUMBERLAND","7673","S-V-M","06/01/2015","ON",43.6534739,-70.2654451,"street_address","small","#f44","restaurant"
"7676",NA,"DANDELION CATERING CO","7676","Yes","81 BRIDGE STREET","YARMOUTH","ME","272-4495","DANDELION CATERING CO","81 BRIDGE STREET","YARMOUTH","CUMBERLAND","7676","S-V-M","02/19/2015","ON",43.801554,-70.180358,"street_address","small","#f44","restaurant"
"7677",NA,"FALMOUTH COUNTRY CLUB","7677","Yes","ONE CONGRESSIONAL DR","FALMOUTH","ME","207-878-2864","FALMOUTH COUNTRY CLUB","ONE CONGRESSIONAL DR","FALMOUTH","CUMBERLAND","7677","S-V-M","03/30/2015","ON",43.77055,-70.274124,"street_address","small","#f44","restaurant"
"7678",NA,"SUNSET BAR & GRILL","7678","Yes","6 FERNALD STREET","OLD ORCHARD BEACH","ME","286-7140","SUNSET BAR & GRILL","6 FERNALD STREET","OLD ORCHARD BEACH","YORK","7678","S-V-M","04/22/2015","ON",43.5129074,-70.3756116,"street_address","small","#f44","restaurant"
"768",NA,"TIMBERLINE COUNTRY STORES","768","Yes","222 NARRAGANSETT TRAIL","BUXTON","ME","207-929-5000","TIMBERLINE COUNTRY STORES","222 NARRAGANSETT TRAIL","BUXTON","YORK","768","V-M","12/29/2014","OFF",43.6022213,-70.5387886,"street_address","small","#4f4","alcohol-shop"
"7680",NA,"SEBAGO BREWING COMPANY","7680","Yes","65 PORTLAND ROAD","KENNEBUNK","ME","856-2537","SEBAGO BREWING COMPANY","65 PORTLAND ROAD","KENNEBUNK","YORK","7680","S-V-M","04/01/2015","ON",43.397822,-70.5289989,"street_address","small","#f44","restaurant"
"7681",NA,"CHEBEAGUE TRANSPORTATION CO","7681","Yes","123 ROY HILL ROAD","CHEBEAGUE ISLAND","ME","846-5227","CHEBEAGUE TRANSPORTATION CO","123 ROY HILL ROAD","CHEBEAGUE ISLAND","CUMBERLAND","7681","V-M","06/23/2015","ON",43.736528,-70.111628,"street_address","small","#f44","restaurant"
"7682",NA,"TERIYAKI EXCHANGE","7682","Yes","171A OCEAN STREET","SOUTH PORTLAND","ME","917-412-0354","TERIYAKI EXCHANGE","171A OCEAN STREET","SOUTH PORTLAND","CUMBERLAND","7682","V-M","09/13/2015","ON",43.6361918,-70.2525616,"street_address","small","#f44","restaurant"
"7683",NA,"DESTINATION CATERING","7683","Yes","35 FLETCHER STREET","KENNEBUNK","ME","985-7333","DESTINATION CATERING","35 FLETCHER STREET","KENNEBUNK","YORK","7683","S-V-M","05/12/2015","ON",43.3895415,-70.5424877,"street_address","small","#f44","restaurant"
"7684",NA,"GOLF LEARNING CENTER","7684","Yes","147 BRUCE HILL ROAD","CUMBERLAND","ME","829-9116","GOLF LEARNING CENTER","147 BRUCE HILL ROAD","CUMBERLAND","CUMBERLAND","7684","V-M","04/13/2015","ON",43.802602,-70.28495,"street_address","small","#f44","restaurant"
"7685",NA,"KOBE JAPANESE GRILL & SUSHI BAR","7685","Yes","140 SHOPS WAY","BIDDEFORD","ME","917-535-7924","KOBE JAPANESE GRILL & SUSHI BAR","140 SHOPS WAY","BIDDEFORD","YORK","7685","S-V-M","04/21/2015","ON",43.474524,-70.5096289,"route","small","#f44","restaurant"
"7686",NA,"BLACK TIE COMPANY @ PINELAND FARMS","7686","Yes","59 FARMVIEW DRIVE","NEW GLOUCESTER","ME","846-3895","BLACK TIE COMPANY @ PINELAND FARMS","59 FARMVIEW DRIVE","NEW GLOUCESTER","CUMBERLAND","7686","S-V-M","04/30/2015","ON",43.9052128,-70.2579315,"route","small","#f44","restaurant"
"7695",NA,"BERNIE'S FORESIDE","7695","Yes","204 US ROUTE ONE","FALMOUTH","ME","781-7817","BERNIE'S FORESIDE","204 US ROUTE ONE","FALMOUTH","CUMBERLAND","7695","V-M","05/02/2015","ON",43.7196361,-70.2337622,"street_address","small","#f44","restaurant"
"7702",NA,"3 BUOYS SEAFOOD SHANTY & GRILLE","7702","Yes","111 CUMBERLAND AVENUE          **TEMP THRU 02/28/2015**","PORTLAND","ME","439-3401","3 BUOYS SEAFOOD SHANTY & GRILLE","111 CUMBERLAND AVENUE","PORTLAND","CUMBERLAND","7702","M","12/03/2014","ON",43.6640183,-70.2514536,"street_address","small","#f44","restaurant"
"7703",NA,"NAPLES PIZZA & DUGOUT","7703","Yes","1124 ROOSEVELT TRAIL","NAPLES","ME","693-5601","NAPLES PIZZA & DUGOUT","1124 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","7703","M-V","06/17/2015","ON",43.9732725,-70.6136323,"street_address","small","#f44","restaurant"
"7708",NA,"PAI MEN MIYAKE","7708","Yes","188 STATE STREET","PORTLAND","ME","871-9170","PAI MEN MIYAKE","188 STATE STREET","PORTLAND","CUMBERLAND","7708","S-V-M","07/10/2015","ON",43.6528154,-70.2671101,"street_address","small","#f44","restaurant"
"7715",NA,"HUONG'S VIETNAMESE RESTAURANT","7715","Yes","267 ST JOHN STREET","PORTLAND","ME","775-2344","HUONG'S VIETNAMESE RESTAURANT","267 ST JOHN STREET","PORTLAND","CUMBERLAND","7715","V-M","09/22/2015","ON",43.6523928,-70.2791155,"street_address","small","#f44","restaurant"
"772",NA,"LIMINGTON VARIETY","772","Yes","153 OSSIPEE TRAIL","LIMINGTON","ME","637-2802","LIMINGTON VARIETY","153 OSSIPEE TRAIL","LIMINGTON","YORK","772","M-V","06/19/2015","OFF",43.7433429,-70.6757756,"street_address","small","#4f4","alcohol-shop"
"7722",NA,"DANCE HALL, THE","7722","Yes","7 WALKER STREET","KITTERY","ME","703-2083","DANCE HALL, THE","7 WALKER STREET","KITTERY","YORK","7722","V-M","04/22/2015","ON",43.0861134,-70.7438545,"street_address","small","#f44","restaurant"
"7724",NA,"HOT SUPPA !","7724","Yes","703 CONGRESS STREET","PORTLAND","ME","871-5005","HOT SUPPA !","703 CONGRESS STREET","PORTLAND","CUMBERLAND","7724","S-V-M","07/21/2015","ON",43.6531597,-70.2684045,"street_address","small","#f44","restaurant"
"7728",NA,"CHINA BISTRO","7728","Yes","8 MARKETPLACE DR  UNIT 2B","YORK","ME","361-4388","CHINA BISTRO","8 MARKETPLACE DR	UNIT 2B","YORK","YORK","7728","S-V-M","08/04/2015","ON",43.1491826,-70.6739373,"subpremise","small","#f44","restaurant"
"773",NA,"CVS PHARMACY #329","773","Yes","111 AUBURN STREET","PORTLAND","ME","207-797-3393","CVS PHARMACY #329","111 AUBURN STREET","PORTLAND","CUMBERLAND","773","V-M","05/26/2015","OFF",43.7039172,-70.2887172,"street_address","small","#4f4","alcohol-shop"
"7731",NA,"CHIPOTLE MEXICAN GRILL","7731","Yes","359 MAINE MALL ROAD","SOUTH PORTLAND","ME","303-222-2524","CHIPOTLE MEXICAN GRILL","359 MAINE MALL ROAD","SOUTH PORTLAND","CUMBERLAND","7731","M","01/12/2015","ON",43.6349785,-70.3378667,"street_address","small","#f44","restaurant"
"7733",NA,"WESTSIDE LODGE","7733","Yes","412 HOWE HILL ROAD","GREENWOOD","ME","875-5000","WESTSIDE LODGE","412 HOWE HILL ROAD","GREENWOOD","OXFORD","7733","M-V","11/12/2014","ON",44.3982566,-70.7015599,"street_address","small","#f44","restaurant"
"7739",NA,"EAST ENDER","7739","Yes","47 MIDDLE STREET","PORTLAND","ME","423-2944","EAST ENDER","47 MIDDLE STREET","PORTLAND","CUMBERLAND","7739","S-V-M","01/05/2015","ON",43.6602159,-70.2504876,"street_address","small","#f44","restaurant"
"774",NA,"AMATO'S","774","Yes","71 INDIA STREET","PORTLAND","ME","773-1682","AMATO'S","71 INDIA STREET","PORTLAND","CUMBERLAND","774","M-V","04/10/2015","OFF",43.661023,-70.250596,"street_address","small","#4f4","alcohol-shop"
"774-6324",NA,"EBB & FLOW","774-6324","Yes","100 COMMERCIAL STREET","PORTLAND","ME","C","EBB & FLOW","100 COMMERCIAL STREET","PORTLAND","CUMBERLAND","774-6324","S-V-M","10/21/2015","ON",43.656578,-70.250826,"street_address","small","#f44","restaurant"
"7740",NA,"SABIENG","7740","Yes","21 FOREST AVENUE","PORTLAND","ME","253-5311","SABIENG","21 FOREST AVENUE","PORTLAND","CUMBERLAND","7740","V-M","09/20/2015","ON",43.6553598,-70.2631896,"street_address","small","#f44","restaurant"
"7741",NA,"PETITE JACQUELINE","7741","Yes","190 STATE STREET","PORTLAND","ME","761-0555","PETITE JACQUELINE","190 STATE STREET","PORTLAND","CUMBERLAND","7741","S-V-M","03/03/2015","ON",43.6528727,-70.2672764,"street_address","small","#f44","restaurant"
"7742",NA,"GATHER MAINE","7742","Yes","189 MAIN STREET   1ST FL","YARMOUTH","ME","831-6109","GATHER MAINE","189 MAIN STREET	1ST FL","YARMOUTH","CUMBERLAND","7742","S-V-M","01/21/2015","ON",43.8006208,-70.1867227,"locality","small","#f44","restaurant"
"7744",NA,"VINLAND","7744","Yes","593 CONGRESS STREET","PORTLAND","ME","917-803-3172","VINLAND","593 CONGRESS STREET","PORTLAND","CUMBERLAND","7744","S-V-M","12/22/2014","ON",43.6542768,-70.262847,"street_address","small","#f44","restaurant"
"7747",NA,"WOODY'S SPORTS GRILLE","7747","Yes","38 WEST STREET","WATERBORO","ME","651-1073","WOODY'S SPORTS GRILLE","38 WEST STREET","WATERBORO","YORK","7747","S-V-M","12/01/2014","ON",43.5364203,-70.7180867,"street_address","small","#f44","restaurant"
"7750",NA,"CAMPFIRE GRILLE","7750","Yes","656 NORTH HIGH STREET","BRIDGTON","ME","647-8217","CAMPFIRE GRILLE","656 NORTH HIGH STREET","BRIDGTON","CUMBERLAND","7750","S-V-M","02/07/2015","ON",44.0694629,-70.7738244,"street_address","small","#f44","restaurant"
"7752",NA,"MARTINO'S","7752","Yes","380 PEQUASWKET TRAIL","STANDISH","ME","642-5111","MARTINO'S","380 PEQUASWKET TRAIL","STANDISH","CUMBERLAND","7752","V-M","06/10/2015","ON",43.7483155,-70.609275,"street_address","small","#f44","restaurant"
"7755",NA,"ZEN CHINESE BISTRO","7755","Yes","45 DANFORTH STREET","PORTLAND","ME","650-0337","ZEN CHINESE BISTRO","45 DANFORTH STREET","PORTLAND","CUMBERLAND","7755","S-V-M","08/14/2015","ON",43.65336,-70.258609,"street_address","small","#f44","restaurant"
"7756",NA,"BONOBO","7756","Yes","46 PINE STREET","PORTLAND","ME","347-8267","BONOBO","46 PINE STREET","PORTLAND","CUMBERLAND","7756","M-V","03/14/2015","ON",43.6513255,-70.268237,"street_address","small","#f44","restaurant"
"7757",NA,"LOUIE'S GRILLE","7757","Yes","319 MAIN STREET","CUMBERLAND","ME","653-7873","LOUIE'S GRILLE","319 MAIN STREET","CUMBERLAND","CUMBERLAND","7757","S-V-M","01/08/2015","ON",43.799557,-70.255061,"street_address","small","#f44","restaurant"
"7758",NA,"ELEVATION BURGER OF SOUTH PORTLAND","7758","Yes","85 WESTERN AVENUE","SOUTH PORTLAND","ME","899-0406","ELEVATION BURGER OF SOUTH PORTLAND","85 WESTERN AVENUE","SOUTH PORTLAND","CUMBERLAND","7758","M","10/21/2015","ON",43.6350898,-70.3176509,"street_address","small","#f44","restaurant"
"7759",NA,"PEAKS ISLAND HOUSE RESTAURANT, THE","7759","Yes","20 ISLAND AVENUE","PEAKS ISLAND","ME","251-3521","PEAKS ISLAND HOUSE RESTAURANT, THE","20 ISLAND AVENUE","PEAKS ISLAND","CUMBERLAND","7759","S-V-M","05/17/2015","ON",43.654573,-70.198463,"street_address","small","#f44","restaurant"
"7762",NA,"SHIPYARD BREWPORT","7762","Yes","1001 WESTBROOK STREET","PORTLAND","ME","240-694-4100","SHIPYARD BREWPORT","1001 WESTBROOK STREET","PORTLAND","CUMBERLAND","7762","S-V-M","01/23/2015","ON",43.647279,-70.3105199,"street_address","small","#f44","restaurant"
"7763",NA,"RUSTLERS STEAK HOUSE","7763","Yes","754 ROOSEVELT TRAIL","WINDHAM","ME","415-1486","RUSTLERS STEAK HOUSE","754 ROOSEVELT TRAIL","WINDHAM","CUMBERLAND","7763","S-V-M","03/24/2015","ON",43.8340593,-70.4381922,"street_address","small","#f44","restaurant"
"7767",NA,"MIYAKE","7767","Yes","468 FORE STREET","PORTLAND","ME","871-9209","MIYAKE","468 FORE STREET","PORTLAND","CUMBERLAND","7767","V-M","07/10/2015","ON",43.6554604,-70.2550978,"street_address","small","#f44","restaurant"
"7769",NA,"COLE FARMS","7769","Yes","64 LEWISTON ROAD","GRAY","ME","657-4714","COLE FARMS","64 LEWISTON ROAD","GRAY","CUMBERLAND","7769","S-V-M","06/09/2015","ON",43.9005129,-70.32555,"street_address","small","#f44","restaurant"
"777",NA,"AURORA PROVISIONS","777","Yes","64 PINE STREET","PORTLAND","ME","871-9060","AURORA PROVISIONS","64 PINE STREET","PORTLAND","CUMBERLAND","777","V-M","08/19/2015","OFF",43.650808,-70.268542,"street_address","small","#4f4","alcohol-shop"
"7770",NA,"GALLEY RESTAURANT & PUB, THE","7770","Yes","327 ROOSEVELT TRAIL","NAPLES","ME","693-1002","GALLEY RESTAURANT & PUB, THE","327 ROOSEVELT TRAIL","NAPLES","CUMBERLAND","7770","S-V-M","05/19/2015","ON",43.9249874,-70.5298029,"street_address","small","#f44","restaurant"
"7776",NA,"ZAPOTECA RESTAURANT","7776","Yes","505 FORE STREET","PORTLAND","ME","899-6201","ZAPOTECA RESTAURANT","505 FORE STREET","PORTLAND","CUMBERLAND","7776","S-V-M","06/22/2015","ON",43.6551817,-70.2569461,"street_address","small","#f44","restaurant"
"7777",NA,"MORSE 'S CRIBSTONE GRILL","7777","Yes","1945 HARPSWELL ISLANDS ROAD","HARPSWELL","ME","833-5529","MORSE 'S CRIBSTONE GRILL","1945 HARPSWELL ISLANDS ROAD","HARPSWELL","CUMBERLAND","7777","S-V-M","05/24/2015","ON",43.7456949,-69.9916697,"street_address","small","#f44","restaurant"
"7778",NA,"MUDDY RUDDER RESTAURANT","7778","Yes","1335 US ROUTE ONE","YARMOUTH","ME","603-387-8553","MUDDY RUDDER RESTAURANT","1335 US ROUTE ONE","YARMOUTH","CUMBERLAND","7778","S-V-M","05/25/2015","ON",43.8121357,-70.1538135,"street_address","small","#f44","restaurant"
"7781",NA,"FIRE N BREW","7781","Yes","73 MILE ROAD","WELLS","ME","646-0228","FIRE N BREW","73 MILE ROAD","WELLS","YORK","7781","S-V-M","05/08/2015","ON",43.3038405,-70.581488,"street_address","small","#f44","restaurant"
"7782",NA,"STANDARD GASTROPUB","7782","Yes","233 MAIN STREET","BRIDGTON","ME","857-272-0340","STANDARD GASTROPUB","233 MAIN STREET","BRIDGTON","CUMBERLAND","7782","S-V-M","07/10/2015","ON",44.0540997,-70.7038543,"street_address","small","#f44","restaurant"
"7784",NA,"LOCAL BUZZ, THE","7784","Yes","327 OCEAN HOUSE ROAD","CAPE ELIZABETH","ME","541-9024","LOCAL BUZZ, THE","327 OCEAN HOUSE ROAD","CAPE ELIZABETH","CUMBERLAND","7784","S-V-M","06/30/2015","ON",43.593349,-70.227452,"street_address","small","#f44","restaurant"
"7785",NA,"BEACH STREET CAFE","7785","Yes","75 WEST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-4949","BEACH STREET CAFE","75 WEST GRAND AVENUE","OLD ORCHARD BEACH","YORK","7785","S-V-M","07/19/2015","ON",43.5104253,-70.3787004,"street_address","small","#f44","restaurant"
"7787",NA,"PUNKIN VALLEY RESTAURANT","7787","Yes","1270 N HIGH STREET","BRIDGTON","ME","647-2784","PUNKIN VALLEY RESTAURANT","1270 N HIGH STREET","BRIDGTON","CUMBERLAND","7787","S-V-M","05/31/2015","ON",44.0642933,-70.8296757,"street_address","small","#f44","restaurant"
"779",NA,"7-ELEVEN STORE #32536D","779","Yes","489 MAIN STREET","SPRINGVALE","ME","972-828-7536","7-ELEVEN STORE #32536D","489 MAIN STREET","SPRINGVALE","YORK","779","V-M","09/15/2015","OFF",43.4648982,-70.7964305,"street_address","small","#4f4","alcohol-shop"
"7792",NA,"AURORA AT THE MUSEUM","7792","Yes","7 CONGRESS SQUARE","PORTLAND","ME","871-9060","AURORA AT THE MUSEUM","7 CONGRESS SQUARE","PORTLAND","CUMBERLAND","7792","S-V-M","06/30/2015","ON",43.6544178,-70.2624476,"street_address","small","#f44","restaurant"
"7794",NA,"OWEN'S FARMHOUSE PIZZA","7794","Yes","17 MAIN STREET","KENNEBUNK","ME","","OWEN'S FARMHOUSE PIZZA","17 MAIN STREET","KENNEBUNK","YORK","7794","M-V","11/18/2014","ON",43.3854405,-70.5417287,"street_address","small","#f44","restaurant"
"7797",NA,"LINDA BEAN'S MAINE KITCHEN & TOPSIDE TAVERN","7797","Yes","88 MAIN STREET","FREEPORT","ME","596-1002","LINDA BEAN'S MAINE KITCHEN & TOPSIDE
TAVERN","88 MAIN STREET","FREEPORT","CUMBERLAND","7797","S-V-M","06/28/2015","ON",43.857042,-70.102609,"street_address","small","#f44","restaurant"
"780",NA,"LOW'S VARIETY","780","Yes","115 MAIN STREET    * * * TEMP THRU 11/30/2014 * * *","BAR MILLS","ME","929-8900","LOW'S VARIETY","115 MAIN STREET	 * * * TEMP THRU 11/30/2014 * *
*","BAR MILLS","YORK","780","M","02/08/2015","OFF",43.6131364,-70.5497762,"neighborhood","small","#4f4","alcohol-shop"
