"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"7955",NA,"OUTLIERS EATERY","7955","Yes","231 YORK STREET","PORTLAND","ME","332-1108","OUTLIERS EATERY","231 YORK STREET","PORTLAND","CUMBERLAND","7955","S-V-M","04/23/2015","ON",43.0854805,43.0854805,"subpremise","small","#f44","restaurant"
"7960",NA,"DIAMOND'S EDGE RESTAURANT","7960","Yes","279 DIAMOND AVE","PORTLAND","ME","766-5850","DIAMOND'S EDGE RESTAURANT","279 DIAMOND AVE","PORTLAND","CUMBERLAND","7960","S-V-M","05/16/2015","ON",43.360818,43.360818,"street_address","small","#f44","restaurant"
"7962",NA,"BOONE'S FISH HOUSE & OYSTER ROOM","7962","Yes","86 COMMERCIAL STREET","PORTLAND","ME","774-5725","BOONE'S FISH HOUSE & OYSTER ROOM","86 COMMERCIAL STREET","PORTLAND","CUMBERLAND","7962","S-V-M","08/08/2015","ON",43.2558968,43.2558968,"street_address","small","#f44","restaurant"
"7975",NA,"FRESH OGUNQUIT","7975","Yes","173 MAIN STREET","OGUNQUIT","ME","251-4414","FRESH OGUNQUIT","173 MAIN STREET","OGUNQUIT","YORK","7975","S-V-M","05/29/2015","ON",43.3417405,43.3417405,"street_address","small","#f44","restaurant"
"7978",NA,"ABBONDANTE","7978","Yes","27 WESTERN AVENUE","KENNEBUNK","ME","967-2211","ABBONDANTE","27 WESTERN AVENUE","KENNEBUNK","YORK","7978","S-V-M","05/22/2015","ON",43.085559,43.085559,"street_address","small","#f44","restaurant"
"7979",NA,"MJ'S THE BAR AT ONE CITY WINES","7979","Yes","ONE CITY CENTER","PORTLAND","ME","653-6278","MJ'S THE BAR AT ONE CITY WINES","ONE CITY CENTER","PORTLAND","CUMBERLAND","7979","V-M","07/28/2015","ON",43.3782547,43.3782547,"street_address","small","#f44","restaurant"
"7988",NA,"FLANAGAN'S TABLE","7988","Yes","668 NARRAGANSETT TRAIL","BUXTON","ME","523-8115","FLANAGAN'S TABLE","668 NARRAGANSETT TRAIL","BUXTON","YORK","7988","V-M","04/25/2015","ON",43.508936,43.508936,"street_address","small","#f44","restaurant"
"7995",NA,"MIRANDA'S RESTAURANT","7995","Yes","53 SHORE ROAD","OGUNQUIT","ME","646-7117","MIRANDA'S RESTAURANT","53 SHORE ROAD","OGUNQUIT","YORK","7995","M-V","06/05/2015","ON",43.247774,43.247774,"street_address","small","#f44","restaurant"
"7997",NA,"BAREFOOT BOY","7997","Yes","45 EAST GRAND AVE","OLD ORCHARD BEACH","ME","934-4400","BAREFOOT BOY","45 EAST GRAND AVE","OLD ORCHARD BEACH","YORK","7997","S-V-M","06/04/2015","ON",43.2466944,43.2466944,"street_address","small","#f44","restaurant"
"8017",NA,"COASTERS","8017","Yes","42 FRANKLIN STREET","BIDDEFORD","ME","282-8329","COASTERS","42 FRANKLIN STREET","BIDDEFORD","YORK","8017","S-V-M","06/25/2015","ON",43.3442823,43.3442823,"street_address","small","#f44","restaurant"
"8019",NA,"SLAB SICILIAN STREET FOOD","8019","Yes","25 PREBLE ST","PORTLAND","ME","553-2227","SLAB SICILIAN STREET FOOD","25 PREBLE ST","PORTLAND","CUMBERLAND","8019","S-V-M","06/10/2015","ON",43.2342867,43.2342867,"street_address","small","#f44","restaurant"
"8027",NA,"FAT BOYS SALOON","8027","Yes","61 MAIN STREET","BIDDEFORD","ME","602-8881","FAT BOYS SALOON","61 MAIN STREET","BIDDEFORD","YORK","8027","S-V-M","04/23/2015","ON",43.4829155,43.4829155,"street_address","small","#f44","restaurant"
"8029",NA,"ADAMS ST. PUB, INC.","8029","Yes","193 MAIN STREET SUITE  108","BIDDEFORD","ME","283-4992","ADAMS ST. PUB, INC.","193 MAIN STREET SUITE  108","BIDDEFORD","YORK","8029","S-V-M","02/01/2015","ON",43.5157219,43.5157219,"street_address","small","#f44","restaurant"
"804",NA,"KITCHEN CHICKS CAFE","804","Yes","1 CHASE HILL ROAD","KENNEBUNK","ME","967-1133","KITCHEN CHICKS CAFE","1 CHASE HILL ROAD","KENNEBUNK","YORK","804","V-M","11/06/2014","OFF",43.245581,43.245581,"street_address","small","#4f4","restaurant"
"8069",NA,"GENO' S  INC.","8069","Yes","625 CONGRESS ST","PORTLAND","ME","284-9752","GENO' S  INC.","625 CONGRESS ST","PORTLAND","CUMBERLAND","8069","S-V-M","12/03/2014","ON",43.5170904,43.5170904,"street_address","small","#f44","restaurant"
"8071",NA,"RICKEY'S  TAVERN","8071","Yes","94 PORTLAND STREET","PORTLAND","ME","253-5272","RICKEY'S	TAVERN","94 PORTLAND STREET","PORTLAND","CUMBERLAND","8071","S-V-M","12/21/2014","ON",43.51493,43.51493,"street_address","small","#f44","restaurant"
"8090",NA,"BUBBA'S SULKY LOUNGE","8090","Yes","92 PORTLAND ST","PORTLAND","ME","828-0549","BUBBA'S SULKY LOUNGE","92 PORTLAND ST","PORTLAND","CUMBERLAND","8090","S-V-M","02/09/2015","ON",43.51652,43.51652,"street_address","small","#f44","restaurant"
"8097",NA,"SLAINTE","8097","Yes","24 PREBLE STREET","PORTLAND","ME","828-0900","SLAINTE","24 PREBLE STREET","PORTLAND","CUMBERLAND","8097","S-V-M","10/31/2014","ON",43.35966,43.35966,"premise","small","#f44","restaurant"
"8099",NA,"BLACKSTONE'S","8099","Yes","6 PINE STREET","PORTLAND","ME","775-2885","BLACKSTONE'S","6 PINE STREET","PORTLAND","CUMBERLAND","8099","S-V-M","09/08/2015","ON",43.6974925,43.6974925,"street_address","small","#f44","restaurant"
"810",NA,"MAINE BREWING SUPPLY","810","Yes","542-544 FOREST AVENUE","PORTLAND","ME","207-791-2739","MAINE BREWING SUPPLY","542-544 FOREST AVENUE","PORTLAND","CUMBERLAND","810","M-V","10/23/2015","OFF",43.2578793,43.2578793,"street_address","small","#4f4","restaurant"
"8106",NA,"MORRILL'S CORNER PUB","8106","Yes","1171 FOREST AVENUE","PORTLAND","ME","797-9826","MORRILL'S CORNER PUB","1171 FOREST AVENUE","PORTLAND","CUMBERLAND","8106","S-V-M","09/15/2015","ON",43.3603668,43.3603668,"street_address","small","#f44","restaurant"
"8113",NA,"COMMERCIAL STREET PUB","8113","Yes","129 COMMERCIAL STREET","PORTLAND","ME","761-9970","COMMERCIAL STREET PUB","129 COMMERCIAL STREET","PORTLAND","CUMBERLAND","8113","S-V-M","12/08/2014","ON",43.1634673,43.1634673,"street_address","small","#f44","restaurant"
"8121",NA,"SILVER HOUSE TAVERN","8121","Yes","123 COMMERCIAL STREET","PORTLAND","ME","879-0201","SILVER HOUSE TAVERN","123 COMMERCIAL STREET","PORTLAND","CUMBERLAND","8121","S-V-M","11/05/2015","ON",43.516385,43.516385,"street_address","small","#f44","restaurant"
"8124",NA,"FOREPLAY SPORTS PUB","8124","Yes","436 FORE STREET","PORTLAND","ME","780-1111","FOREPLAY SPORTS PUB","436 FORE STREET","PORTLAND","CUMBERLAND","8124","S-V-M","05/28/2015","ON",43.4104754,43.4104754,"street_address","small","#f44","restaurant"
"8130",NA,"NOVARE RES BIER CAFE","8130","Yes","4 CANAL PLAZA","PORTLAND","ME","756-4454","NOVARE RES BIER CAFE","4 CANAL PLAZA","PORTLAND","CUMBERLAND","8130","S-V-M","05/15/2015","ON",43.7999714,43.7999714,"route","small","#f44","restaurant"
"8135",NA,"CORNER PUB, THE","8135","Yes","4 WALLINGFORD SQUARE","KITTERY","ME","03801","CORNER PUB, THE","4 WALLINGFORD SQUARE","KITTERY","YORK","8135","S-V-M","05/15/2015","ON",43.3994067,43.3994067,"street_address","small","#f44","restaurant"
"8138",NA,"SEAGLASS VILLAGE HOMEOWNERS ASSOCIATION","8138","Yes","1 OLD COUNTY RD   MOODY VILLAGE","WELLS","ME","641-0631","SEAGLASS VILLAGE HOMEOWNERS
ASSOCIATION","1 OLD COUNTY RD	MOODY VILLAGE","WELLS","YORK","8138","S-V-M","08/18/2015","ON",43.407582,43.407582,"street_address","small","#f44","restaurant"
"8140",NA,"NORTH POINT, THE","8140","Yes","35 SILVER STREET","PORTLAND","ME","","NORTH POINT, THE","35 SILVER STREET","PORTLAND","CUMBERLAND","8140","S-V-M","02/10/2015","ON",43.4831611,43.4831611,"street_address","small","#f44","restaurant"
"8148",NA,"PEARL LOUNGE","8148","Yes","442 FORE STREET","PORTLAND","ME","523-9600","PEARL LOUNGE","442 FORE STREET","PORTLAND","CUMBERLAND","8148","S-V-M","07/07/2015","ON",43.23963,43.23963,"street_address","small","#f44","restaurant"
"815",NA,"PINE TREE FARM MARKET & CAFE, LLC","815","Yes","411 POST RD.","WELLS","ME","646-7545","PINE TREE FARM MARKET & CAFE, LLC","411 POST RD.","WELLS","YORK","815","M-V","04/09/2015","OFF",43.5234711,43.5234711,"street_address","small","#4f4","restaurant"
"8166",NA,"WHALER, THE","8166","Yes","20 STAPLES STREET","OLD ORCHARD BEACH","ME","934-9853","WHALER, THE","20 STAPLES STREET","OLD ORCHARD BEACH","YORK","8166","S-V-M","06/11/2015","ON",43.3608924,43.3608924,"street_address","small","#f44","restaurant"
"8169",NA,"FLASK","8169","Yes","117 SPRING STREET","PORTLAND","ME","207-772-3122","FLASK","117 SPRING STREET","PORTLAND","CUMBERLAND","8169","S-V-M","11/01/2014","ON",43.5073211,43.5073211,"street_address","small","#f44","restaurant"
"817",NA,"CIRCLE K #7045","817","Yes","513 ALFRED ROAD","BIDDEFORD","ME","812-379-9227","CIRCLE K #7045","513 ALFRED ROAD","BIDDEFORD","YORK","817","M-V","07/15/2015","OFF",43.3932957,43.3932957,"street_address","small","#4f4","restaurant"
"8173",NA,"DOCK FORE","8173","Yes","336 FORE STREET","PORTLAND","ME","772-8619","DOCK FORE","336 FORE STREET","PORTLAND","CUMBERLAND","8173","S-V-M","07/06/2015","ON",43.1664894,43.1664894,"street_address","small","#f44","restaurant"
"8174",NA,"PT'S SHOWCLUB","8174","Yes","200 RIVERSIDE ST","PORTLAND","ME","800-627-8243","PT'S SHOWCLUB","200 RIVERSIDE ST","PORTLAND","CUMBERLAND","8174","S-V-M","09/18/2015","ON",43.2447012,43.2447012,"street_address","small","#f44","restaurant"
"819",NA,"SPRINGVALE GULF EXPRESS","819","Yes","624 MAIN STREET","SPRINGVALE","ME","207-490-0068","SPRINGVALE GULF EXPRESS","624 MAIN STREET","SPRINGVALE","YORK","819","M-V","10/27/2015","OFF",43.247527,43.247527,"street_address","small","#4f4","restaurant"
"8190",NA,"CHAPS","8190","Yes","1301 LONG PLAINS ROAD","BUXTON","ME","347-1101","CHAPS","1301 LONG PLAINS ROAD","BUXTON","YORK","8190","S-V-M","04/25/2015","ON",43.175997,43.175997,"subpremise","small","#f44","restaurant"
"8191",NA,"GREEN ROOM L.L.C., THE","8191","Yes","898 MAIN STREET","SANFORD","ME","490-5798","GREEN ROOM L.L.C., THE","898 MAIN STREET","SANFORD","YORK","8191","S-V-M","06/13/2015","ON",43.4744497,43.4744497,"street_address","small","#f44","restaurant"
"8192",NA,"BIG EASY, THE","8192","Yes","55 MARKET STREET","PORTLAND","ME","775-2266","BIG EASY, THE","55 MARKET STREET","PORTLAND","CUMBERLAND","8192","S-V-M","12/11/2014","ON",43.250452,43.250452,"street_address","small","#f44","restaurant"
"8205",NA,"BONFIRE COUNTRY BREW WORKS","8205","Yes","37 WHARF STREET","PORTLAND","ME","877-653-7678","BONFIRE COUNTRY BREW WORKS","37 WHARF STREET","PORTLAND","CUMBERLAND","8205","S-V-M","09/16/2015","ON",43.3388117,43.3388117,"street_address","small","#f44","restaurant"
"8214",NA,"MULLIGAN'S/MILL SIDE LIVE","8214","Yes","23 LINCOLN STREET","BIDDEFORD","ME","284-9283","MULLIGAN'S/MILL SIDE LIVE","23 LINCOLN STREET","BIDDEFORD","YORK","8214","S-V-M","09/20/2015","ON",43.250452,43.250452,"street_address","small","#f44","restaurant"
"8215",NA,"HOWIE'S PUB","8215","Yes","501 WASHINGTON AVE","PORTLAND","ME","347-7107","HOWIE'S PUB","501 WASHINGTON AVE","PORTLAND","CUMBERLAND","8215","S-V-M","04/13/2015","ON",43.50871,43.50871,"street_address","small","#f44","restaurant"
"8226",NA,"SNUG, THE","8226","Yes","223 CONGRESS STREET","PORTLAND","ME","767-3178","SNUG, THE","223 CONGRESS STREET","PORTLAND","CUMBERLAND","8226","S-V-M","12/05/2014","ON",43.1139413,43.1139413,"street_address","small","#f44","restaurant"
"8229",NA,"NAVY YARD BAR & BILLIARDS","8229","Yes","182 STATE STREET","KITTERY","ME","439-7135","NAVY YARD BAR & BILLIARDS","182 STATE STREET","KITTERY","YORK","8229","S-V-M","09/28/2015","ON",43.5101774,43.5101774,"street_address","small","#f44","restaurant"
"823",NA,"MARKET BASKET MORE FOR YOUR DOLLAR","823","Yes","220 MARINER WAY","BIDDEFORD","ME","207-282-9005","MARKET BASKET MORE FOR YOUR DOLLAR","220 MARINER WAY","BIDDEFORD","YORK","823","M-V","08/06/2015","OFF",43.2406984,43.2406984,"street_address","small","#4f4","restaurant"
"8231",NA,"OLD VINES WINE BAR","8231","Yes","173 PORT RD","KENNEBUNK","ME","973-641-2427","OLD VINES WINE BAR","173 PORT RD","KENNEBUNK","YORK","8231","S-V-M","04/03/2015","ON",43.5311595,43.5311595,"street_address","small","#f44","restaurant"
"8232",NA,"BAR OF CHOCOLATE CAFE, THE","8232","Yes","38 WHARF STREET","PORTLAND","ME","450-3290","BAR OF CHOCOLATE CAFE, THE","38 WHARF STREET","PORTLAND","CUMBERLAND","8232","S-V-M","05/21/2015","ON",43.1290275,43.1290275,"route","small","#f44","restaurant"
"8243",NA,"MR GOODBAR","8243","Yes","6  WEST GRAND AVE","OLD ORCHARD BEACH","ME","934-9100","MR GOODBAR","6  WEST GRAND AVE","OLD ORCHARD BEACH","YORK","8243","S-V-M","04/14/2015","ON",43.3859267,43.3859267,"street_address","small","#f44","restaurant"
"8247",NA,"JEWEL BOX, THE","8247","Yes","644 CONGRESS STREET","PORTLAND","ME","423-5553","JEWEL BOX, THE","644 CONGRESS STREET","PORTLAND","CUMBERLAND","8247","S-V-M","09/10/2015","ON",43.1751213,43.1751213,"street_address","small","#f44","restaurant"
"8257",NA,"SPECTATORS","8257","Yes","168 COUNTRY CLUB RD","SANFORD","ME","324-9658","SPECTATORS","168 COUNTRY CLUB RD","SANFORD","YORK","8257","S-V-M","02/04/2015","ON",43.5177659,43.5177659,"locality","small","#f44","restaurant"
"8275",NA,"MAINE STREET","8275","Yes","195 MAIN STREET","OGUNQUIT","ME","646-5101","MAINE STREET","195 MAIN STREET","OGUNQUIT","YORK","8275","S-V-M","03/26/2015","ON",43.3602893,43.3602893,"street_address","small","#f44","restaurant"
"8276",NA,"LAST CALL","8276","Yes","4 FIRST STREET","OLD ORCHARD BEACH","ME","207-934-9082","LAST CALL","4 FIRST STREET","OLD ORCHARD BEACH","YORK","8276","S-V-M","06/12/2015","ON",43.4922558,43.4922558,"street_address","small","#f44","restaurant"
"8282",NA,"ARCADIA NATIONAL BAR","8282","Yes","24 PREBLE STREET","PORTLAND","ME","808-652-8315","ARCADIA NATIONAL BAR","24 PREBLE STREET","PORTLAND","CUMBERLAND","8282","S-V-M","09/01/2015","ON",43.5093377,43.5093377,"street_address","small","#f44","restaurant"
"8309",NA,"SKIP'S LOUNGE","8309","Yes","292 NARRAGANSET TRAIL","BUXTON","ME","929-9985","SKIP'S LOUNGE","292 NARRAGANSET TRAIL","BUXTON","YORK","8309","S-V-M","05/15/2015","ON",43.4150091,43.4150091,"street_address","small","#f44","restaurant"
"832",NA,"NATURE'S WAY MARKET OF SOUTH BERWICK LLC","832","Yes","271 MAIN STREET","SOUTH BERWICK","ME","384-3210","NATURE'S WAY MARKET OF SOUTH BERWICK
LLC","271 MAIN STREET","SOUTH BERWICK","YORK","832","V-M","11/14/2015","OFF",43.507894,43.507894,"street_address","small","#4f4","restaurant"
"8349",NA,"MATHEWS","8349","Yes","137 FREE STREET","PORTLAND","ME","253-1812","MATHEWS","137 FREE STREET","PORTLAND","CUMBERLAND","8349","S-V-M","12/07/2014","ON",43.5233715,43.5233715,"street_address","small","#f44","restaurant"
"8352",NA,"SANFORD OTB","8352","Yes","9 RENAISSANCE WAY","SANFORD","ME","883-4331","SANFORD OTB","9 RENAISSANCE WAY","SANFORD","YORK","8352","S-V-M","12/12/2014","ON",43.505049,43.505049,"street_address","small","#f44","restaurant"
"8356",NA,"WEEKEND @ BERNIE'S BEACH CLUB","8356","Yes","8 WEST GRAND AVENUE 2ND FL","OLD ORCHARD BEACH","ME","838-0667","WEEKEND @ BERNIE'S BEACH CLUB","8 WEST GRAND AVENUE 2ND FL","OLD ORCHARD BEACH","YORK","8356","S-V-M","06/02/2015","ON",43.517395,43.517395,"street_address","small","#f44","restaurant"
"8378",NA,"OASIS","8378","Yes","42 WHARF STREET","PORTLAND","ME","318-5451","OASIS","42 WHARF STREET","PORTLAND","CUMBERLAND","8378","S-V-M","03/13/2015","ON",43.089232,43.089232,"street_address","small","#f44","restaurant"
"8379",NA,"DOWNTOWN LOUNGE","8379","Yes","606 CONGRESS ST","PORTLAND","ME","749-2232","DOWNTOWN LOUNGE","606 CONGRESS ST","PORTLAND","CUMBERLAND","8379","S-V-M","05/27/2015","ON",43.1753906,43.1753906,"street_address","small","#f44","restaurant"
"839",NA,"BIG APPLE FOOD STORE #111, THE","839","Yes","994 MAIN STREET","SANFORD","ME","743-9212","BIG APPLE FOOD STORE #111, THE","994 MAIN STREET","SANFORD","YORK","839","V-M","09/03/2015","OFF",43.3212166,43.3212166,"street_address","small","#4f4","restaurant"
"8398",NA,"SANFORD OTB","8398","Yes","9 RENISSANCE WAY","SANFORD","ME","861-4343","SANFORD OTB","9 RENISSANCE WAY","SANFORD","YORK","8398","S-V-M","08/20/2015","ON",43.249159,43.249159,"street_address","small","#f44","restaurant"
"840",NA,"MAINE LOBSTER OUTLET, LLC","840","Yes","360 ROUTE 1","YORK","ME","207-363-9899","MAINE LOBSTER OUTLET, LLC","360 ROUTE 1","YORK","YORK","840","V-M","05/25/2015","OFF",43.1214877,43.1214877,"subpremise","small","#4f4","restaurant"
"843",NA,"ANANIA'S VARIETY","843","Yes","1227 CONGRESS STREET","PORTLAND","ME","774-8104","ANANIA'S VARIETY","1227 CONGRESS STREET","PORTLAND","CUMBERLAND","843","M-V","02/01/2015","OFF",43.6838519,43.6838519,"route","small","#4f4","restaurant"
"848",NA,"GROCERIES ON THE GO","848","Yes","167 STATE ROAD","KITTERY","ME","439-5554","GROCERIES ON THE GO","167 STATE ROAD","KITTERY","YORK","848","V-M","01/15/2015","OFF",43.3937788,43.3937788,"street_address","small","#4f4","restaurant"
"854",NA,"BERWICK GENERAL STORE & DELI","854","Yes","341 SCHOOL STREET","BERWICK","ME","207-698-5321","BERWICK GENERAL STORE & DELI","341 SCHOOL STREET","BERWICK","YORK","854","M-V","07/23/2015","OFF",NA,NA,NA,"small","#4f4","restaurant"
"863",NA,"WAL-MART SUPER-CENTER #1954","863","Yes","1930 MAIN STREET","SANFORD","ME","207-490-1988","WAL-MART SUPER-CENTER #1954","1930 MAIN STREET","SANFORD","YORK","863","M-V","06/24/2015","OFF",43.5019539,43.5019539,"street_address","small","#4f4","restaurant"
"869",NA,"JAKY'S","869","Yes","328 SOUTH STREET","BIDDEFORD","ME","283-9456","JAKY'S","328 SOUTH STREET","BIDDEFORD","YORK","869","V-M","06/08/2015","OFF",43.3865284,43.3865284,"street_address","small","#4f4","restaurant"
"875",NA,"SHELLY'S","875","Yes","113 SACO AVENUE","OLD ORCHARD BEACH","ME","934-2955","SHELLY'S","113 SACO AVENUE","OLD ORCHARD BEACH","YORK","875","V-M","07/31/2015","OFF",43.5502721,43.5502721,"street_address","small","#4f4","restaurant"
"883",NA,"CIGARET SHOPPER","883","Yes","263 ST JOHN STREET","PORTLAND","ME","253-5550","CIGARET SHOPPER","263 ST JOHN STREET","PORTLAND","CUMBERLAND","883","M-V","05/24/2015","OFF",43.248889,43.248889,"locality","small","#4f4","restaurant"
"884",NA,"SPILLERS FARM STORE","884","Yes","1054 BRANCH ROAD","WELLS","ME","985-3383","SPILLERS FARM STORE","1054 BRANCH ROAD","WELLS","YORK","884","M-V","06/04/2015","OFF",43.4390705,43.4390705,"street_address","small","#4f4","restaurant"
"9000",NA,"RIVALRIES, LLC","9000","Yes","10 COTTON STREET","PORTLAND","ME","774-6044","RIVALRIES, LLC","10 COTTON STREET","PORTLAND","CUMBERLAND","9000","S-V-M","05/29/2015","ON",43.3822482,43.3822482,"street_address","small","#f44","restaurant"
"9006",NA,"PARKER'S RESTAURANT","9006","Yes","1349 WASHINGTON AVE","PORTLAND","ME","878-3339","PARKER'S RESTAURANT","1349 WASHINGTON AVE","PORTLAND","CUMBERLAND","9006","S-V-M","07/11/2015","ON",43.2450498,43.2450498,"street_address","small","#f44","restaurant"
"9041",NA,"ON THE MARSH","9041","Yes","46 WESTERN AVENUE","KENNEBUNK","ME","967-2299","ON THE MARSH","46 WESTERN AVENUE","KENNEBUNK","YORK","9041","S-V-M","04/28/2015","ON",43.4436465,43.4436465,"street_address","small","#f44","restaurant"
"9044",NA,"BRIAN BORU","9044","Yes","57 CENTER STREET","PORTLAND","ME","","BRIAN BORU","57 CENTER STREET","PORTLAND","CUMBERLAND","9044","S-V-M","06/24/2015","ON",43.7433429,43.7433429,"street_address","small","#f44","restaurant"
"9054",NA,"BULL FEENEY'S","9054","Yes","375 FORE STREET","PORTLAND","ME","773-7210","BULL FEENEY'S","375 FORE STREET","PORTLAND","CUMBERLAND","9054","S-V-M","03/07/2015","ON",43.248889,43.248889,"locality","small","#f44","restaurant"
"9064",NA,"ARUNDEL WHARF RESTAUANT","9064","Yes","43 OCEAN AVENUE","KENNEBUNKPORT","ME","967-3444","ARUNDEL WHARF RESTAUANT","43 OCEAN AVENUE","KENNEBUNKPORT","YORK","9064","S-V-M","07/19/2015","ON",43.4219454,43.4219454,"street_address","small","#f44","restaurant"
"9071",NA,"ALISSON'S RESTAURANT","9071","Yes","11 DOCK SQUARE","KENNEBUNKPORT","ME","967-4841","ALISSON'S RESTAURANT","11 DOCK SQUARE","KENNEBUNKPORT","YORK","9071","S-V-M","04/15/2015","ON",43.3996449,43.3996449,"street_address","small","#f44","restaurant"
"9072",NA,"SONNY'S","9072","Yes","83 EXCHANGE STREET","PORTLAND","ME","772-7774","SONNY'S","83 EXCHANGE STREET","PORTLAND","CUMBERLAND","9072","S-V-M","01/05/2015","ON",43.3939114,43.3939114,"street_address","small","#f44","restaurant"
"9077",NA,"ANDY'S OLD PORT  PUB","9077","Yes","94 COMMERCIAL STREET","PORTLAND","ME","874-2634","ANDY'S OLD PORT  PUB","94 COMMERCIAL STREET","PORTLAND","CUMBERLAND","9077","S-V-M","06/14/2015","ON",43.17765,43.17765,"street_address","small","#f44","restaurant"
"9078",NA,"VARANO'S ITALIAN RESTAURANT","9078","Yes","60 MILE ROAD","WELLS","ME","641-8550","VARANO'S ITALIAN RESTAURANT","60 MILE ROAD","WELLS","YORK","9078","S-V-M","02/24/2015","ON",43.3222329,43.3222329,"locality","small","#f44","restaurant"
"9081",NA,"TEQUILA FROG'S LOCAL CANTINA","9081","Yes","8 EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-3595","TEQUILA FROG'S LOCAL CANTINA","8 EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","9081","S-V-M","05/21/2015","ON",43.4010196,43.4010196,"street_address","small","#f44","restaurant"
"9086",NA,"WALTER'S CAFE","9086","Yes","2 PORTLAND SQUARE  SUITE 100","PORTLAND","ME","871-9258","WALTER'S CAFE","2 PORTLAND SQUARE  SUITE 100","PORTLAND","CUMBERLAND","9086","S-V-M","12/21/2014","ON",43.5095285,43.5095285,"street_address","small","#f44","restaurant"
"909",NA,"FIVE STAR VARIETY","909","Yes","5 ALFRED STREET   SUITE 103","BIDDEFORD","ME","207-571-9541","FIVE STAR VARIETY","5 ALFRED STREET	SUITE 103","BIDDEFORD","YORK","909","V-M","10/31/2015","OFF",43.497399,43.497399,"street_address","small","#4f4","restaurant"
"9090",NA,"DRY DOCK RESTAURANT & TAVERN, THE","9090","Yes","84 COMMERCIAL STREET","PORTLAND","ME","774-3550","DRY DOCK RESTAURANT & TAVERN, THE","84 COMMERCIAL STREET","PORTLAND","CUMBERLAND","9090","S-V-M","01/20/2015","ON",43.1617483,43.1617483,"locality","small","#f44","restaurant"
"9092",NA,"THREE DOLLAR DEWEY'S","9092","Yes","241 COMMERCIAL ST","PORTLAND","ME","772-3310","THREE DOLLAR DEWEY'S","241 COMMERCIAL ST","PORTLAND","CUMBERLAND","9092","S-V-M","08/01/2015","ON",43.082748,43.082748,"street_address","small","#f44","restaurant"
"9095",NA,"JACKIE'S TOO","9095","Yes","91 PERKINS COVE","OGUNQUIT","ME","646-4444","JACKIE'S TOO","91 PERKINS COVE","OGUNQUIT","YORK","9095","S-V-M","08/30/2015","ON",43.143505,43.143505,"street_address","small","#f44","restaurant"
"9098",NA,"CASA FIESTA MEXICAN BAR & GRILL","9098","Yes","500 MARINER DRIVE","BIDDEFORD","ME","282-6326","CASA FIESTA MEXICAN BAR & GRILL","500 MARINER DRIVE","BIDDEFORD","YORK","9098","S-V-M","08/30/2015","ON",43.5160631,43.5160631,"street_address","small","#f44","restaurant"
"91",NA,"AHTESH GALLERY","91","Yes","1927 POST ROAD","WELLS","ME","207-337-3939","AHTESH GALLERY","1927 POST ROAD","WELLS","YORK","91","V-M","04/29/2015","OFF",43.455941,43.455941,"street_address","small","#4f4","restaurant"
"9100",NA,"CAPE NEDDICK LOBSTER POUND","9100","Yes","60 SHORE ROAD","CAPE NEDDICK","ME","363-5471","CAPE NEDDICK LOBSTER POUND","60 SHORE ROAD","CAPE NEDDICK","YORK","9100","S-V-M","04/07/2015","ON",43.522741,43.522741,"street_address","small","#f44","restaurant"
"9103",NA,"RESTAURANT GRACE","9103","Yes","15 CHESTNUT STREET","PORTLAND","ME","712-8013","RESTAURANT GRACE","15 CHESTNUT STREET","PORTLAND","CUMBERLAND","9103","S-V-M","06/24/2015","ON",43.3652099,43.3652099,"street_address","small","#f44","restaurant"
"9105",NA,"RUSKI'S TAVERN","9105","Yes","212 DANFORTH STREET","PORTLAND","ME","774-7604","RUSKI'S TAVERN","212 DANFORTH STREET","PORTLAND","CUMBERLAND","9105","S-V-M","09/15/2015","ON",43.2723382,43.2723382,"street_address","small","#f44","restaurant"
"9112",NA,"PIRATES PATIO & GALLEY","9112","Yes","2 WALNUT STREET","OLD ORCHARD BEACH","ME","781-858-5057","PIRATES PATIO & GALLEY","2 WALNUT STREET","OLD ORCHARD BEACH","YORK","9112","S-V-M","05/24/2015","ON",43.300299,43.300299,"street_address","small","#f44","restaurant"
"9118",NA,"BESSIE'S","9118","Yes","8 SHORE ROAD","OGUNQUIT","ME","646-2494","BESSIE'S","8 SHORE ROAD","OGUNQUIT","YORK","9118","S-V-M","03/05/2015","ON",43.4921378,43.4921378,"street_address","small","#f44","restaurant"
"9120",NA,"OGUNQUIT LOBSTER POUND","9120","Yes","504 MAIN STREET","OGUNQUIT","ME","646-2516","OGUNQUIT LOBSTER POUND","504 MAIN STREET","OGUNQUIT","YORK","9120","S-V-M","04/14/2015","ON",43.3212166,43.3212166,"street_address","small","#f44","restaurant"
"9123",NA,"HURRICANE RESTAURANT","9123","Yes","29 DOCK SQUARE","KENNEBUNKPORT","ME","967-9111","HURRICANE RESTAURANT","29 DOCK SQUARE","KENNEBUNKPORT","YORK","9123","S-V-M","05/30/2015","ON",43.3899673,43.3899673,"route","small","#f44","restaurant"
